x,y,f
36.5076,37.1869,1357.6
42.6918,44.9602,1919.43
-90.1693,28.8631,-2602.57
-89.6314,-89.1387,7989.62
26.4901,27.7095,734.028
-31.7591,32.952,-1046.53
23.3732,22.9465,536.332
-57.124,-71.726,4097.28
-64.1179,3.9525,-253.426
53.9267,-18.0128,-971.371
14.2126,-25.9514,-368.837
-29.2594,-0.0838528,2.45348
2.54797,-24.4541,-62.3083
1.77068,-98.1609,-173.811
-73.6244,71.2861,-5248.4
-39.9585,-34.4173,1375.26
70.3432,-63.8773,-4493.34
-41.1224,92.9921,-3824.05
99.085,-96.1575,-9527.77
48.8877,-80.8656,-3953.34
15.0725,71.4754,1077.31
-9.68304,-44.7036,432.867
69.8323,12.458,869.97
85.9963,-89.1485,-7666.44
58.6005,19.5384,1144.96
-70.1535,54.8694,-3849.28
-14.738,63.0836,-929.725
81.7204,-76.5142,-6252.77
-53.3067,-10.9122,581.692
45.8942,69.4571,3187.68
-79.7999,-28.2613,2255.25
34.726,-51.8253,-1799.69
80.3565,4.28086,343.995
22.8728,-75.7797,-1733.29
-94.673,-94.6002,8956.08
6.53503,38.0672,248.77
1.05098,-0.789617,-0.829868
70.2575,58.21,4089.69
-55.215,92.8391,-5126.12
-71.1171,-18.403,1308.77
31.7332,-39.3157,-1247.61
43.5476,-90.033,-3920.72
-92.8578,16.6574,-1546.77
-85.6514,-73.8919,6328.94
-43.7732,-33.3953,1461.82
-58.795,16.8379,-989.982
22.5741,17.3959,392.696
-42.2878,-18.4844,781.664
49.9144,-65.885,-3288.61
22.8579,24.8075,567.048
-13.2408,-22.2175,294.177
-51.1214,-94.8657,4849.67
-93.1908,-6.92024,644.903
45.4522,-91.2962,-4149.61
-21.5665,55.859,-1204.68
15.0405,11.2743,169.57
94.7926,-71.56,-6783.36
47.8315,-23.2405,-1111.63
94.4334,-43.659,-4122.87
9.12445,-30.562,-278.862
-2.61991,-99.2016,259.9
-18.9112,-14.1029,266.703
46.9862,89.8527,4221.84
-70.9323,10.7581,-763.099
78.174,83.511,6528.39
33.3104,84.7943,2824.54
53.8494,74.1903,3995.1
41.2225,-76.2478,-3143.12
-28.2607,-67.7024,1913.32
58.0241,-32.621,-1892.81
44.9121,-51.9562,-2333.46
-84.309,-2.35875,198.863
-17.4154,-1.18338,20.609
71.2013,-11.7422,-836.057
-48.2466,92.0223,-4439.76
54.1126,0.119137,6.44683
97.6171,28.9786,2828.8
29.881,-62.4938,-1867.38
82.7527,89.8214,7432.96
-0.695857,69.0772,-48.0679
35.2937,66.6184,2351.21
13.767,-71.1844,-979.996
64.8174,55.8997,3623.28
40.362,-24.4716,-987.725
-65.0162,-82.0711,5335.95
42.2019,23.0732,973.732
-2.52748,-21.3681,54.0075
-88.4971,91.5834,-8104.87
69.0442,64.0326,4421.08
54.7813,-97.3668,-5333.88
-46.2396,-96.125,4444.78
-34.9416,-84.5923,2955.79
39.4663,-18.7049,-738.214
-10.8583,-82.268,893.291
-58.3837,-92.1836,5382.02
96.3256,-86.7403,-8355.31
-49.2951,-78.4576,3867.58
-11.1353,-65.5657,730.094
77.431,59.6341,4617.52
-26.9137,54.1819,-1458.24
21.8254,97.951,2137.82
-65.985,15.6975,-1035.8
-7.16148,-45.7381,327.553
87.1381,-70.2791,-6123.98
35.2267,27.17,957.108
30.5311,-78.0525,-2383.03
-70.9093,44.4152,-3149.45
-81.4135,94.4651,-7690.73
-24.7208,93.6818,-2315.89
37.2042,15.8365,589.185
39.7525,34.7767,1382.46
-77.1636,34.9769,-2698.94
82.9022,67.0819,5561.24
79.0775,-30.3669,-2401.34
-71.4468,3.07339,-219.584
87.9938,-61.3614,-5399.43
90.8558,51.4087,4670.78
18.5707,-37.4373,-695.237
-48.0867,45.3218,-2179.38
23.3698,-76.3527,-1784.35
90.5195,-96.3693,-8723.3
-92.0583,-62.9785,5797.69
-8.3602,79.7761,-666.944
-1.76097,91.6247,-161.348
68.4005,-51.9542,-3553.7
-97.4734,-16.1457,1573.78
70.3373,-96.7333,-6803.96
-10.3826,-34.6016,359.253
73.4688,63.2267,4645.2
67.0285,4.02436,269.747
-79.1252,31.9931,-2531.46
-66.5758,24.1958,-1610.85
35.561,-58.5909,-2083.55
-59.7577,30.104,-1798.95
84.7424,90.6265,7679.9
-51.2256,68.8163,-3525.16
-30.3606,59.0045,-1791.41
-63.1799,-64.3792,4067.47
-9.54217,-87.9035,838.791
86.076,-10.0426,-864.427
90.8708,-97.6082,-8869.74
-42.075,81.837,-3443.29
-33.8476,-40.4784,1370.1
-4.78186,17.178,-82.1426
-7.83614,88.1419,-690.692
55.7964,81.8422,4566.5
-50.0448,-69.7955,3492.9
-51.8321,56.5433,-2930.76
2.53387,-32.7715,-83.0386
-6.09687,-7.26268,44.2796
-48.5201,-73.7845,3580.03
-57.8421,59.3174,-3431.04
80.0596,-16.9843,-1359.76
56.0995,26.8435,1505.91
-23.7976,-64.3083,1530.39
81.1737,-70.2153,-5699.64
83.6714,37.4135,3130.44
44.6024,-41.9348,-1870.39
-11.1995,43.3951,-486.005
-19.4456,-92.3913,1796.61
86.4227,46.0377,3978.7
-75.8524,-92.8464,7042.62
-30.7181,11.3948,-350.026
71.3683,-92.2984,-6587.18
11.7803,-91.3751,-1076.43
97.9478,-57.6844,-5650.05
-6.76093,-29.2738,197.918
-57.5345,-99.3321,5715.03
-6.3429,19.0042,-120.542
-60.19,96.4458,-5805.08
-85.0827,-21.0758,1793.18
-99.2249,-34.5474,3427.96
-96.8494,81.6392,-7906.71
23.2794,-76.2099,-1774.12
-10.6847,-53.2359,568.812
0.439748,39.0523,17.1732
-68.0025,60.9261,-4143.12
-13.7898,-73.0841,1007.81
-71.517,37.6532,-2692.84
-74.4131,78.1978,-5818.95
7.02834,-19.1785,-134.793
-59.4959,-52.4532,3120.75
93.5519,-30.963,-2896.65
-10.0398,9.20914,-92.4579
35.8172,96.1714,3444.59
-37.9062,25.5426,-968.224
-60.264,-11.0317,664.816
35.136,-38.7213,-1360.51
17.148,5.62986,96.5406
79.3982,-5.4951,-436.301
-4.24145,-52.6319,223.235
-62.5216,65.0474,-4066.87
-96.833,-98.0361,9493.13
89.6236,-9.93337,-890.264
33.1416,-60.7877,-2014.6
-9.84852,32.7407,-322.448
-88.4293,-86.8166,7677.13
-69.9668,-96.5593,6755.94
27.3896,89.7578,2458.43
77.1202,37.8691,2920.47
-1.9216,-38.8887,74.7287
58.2077,69.0913,4021.65
-4.54999,34.8303,-158.477
83.811,78.1396,6548.96
96.3665,-13.6558,-1315.96
-94.5963,-33.7334,3191.05
66.3642,95.1481,6314.42
40.9727,-27.6634,-1133.44
-8.53318,23.5805,-201.216
17.3686,-4.81114,-83.5625
78.9784,-81.9651,-6473.48
-56.1725,95.277,-5351.95
-56.4829,-41.2413,2329.43
59.4006,-8.04561,-477.914
52.2406,-35.7232,-1866.2
22.9913,-58.0483,-1334.61
-4.07076,-27.2785,111.044
40.9228,-13.3227,-545.201
-16.2042,55.7533,-903.44
78.718,-48.0837,-3785.06
-83.5006,-98.7389,8244.76
57.9472,-67.4488,-3908.47
-66.0917,-40.7694,2694.52
63.3673,87.5304,5546.56
-70.0628,-65.3198,4576.48
87.9413,-82.7183,-7274.35
76.158,-22.0773,-1681.36
-37.3036,83.2765,-3106.51
24.4186,94.4677,2306.77
91.9051,1.72078,158.148
-38.4224,-5.93547,228.055
-61.2997,63.6828,-3903.74
31.0181,-24.1178,-748.088
-35.9512,-16.5207,593.94
-74.3289,-6.00244,446.155
-85.3015,-68.1257,5811.22
80.373,-64.8044,-5208.53
51.4614,39.8697,2051.75
59.8246,-68.9881,-4127.18
20.3477,25.4386,517.618
-8.04359,6.98851,-56.2127
69.8783,-33.7247,-2356.62
-98.7343,-94.8036,9360.37
-40.1641,61.9598,-2488.56
-92.6382,6.76799,-626.974
-21.9549,-46.0426,1010.86
-8.26838,-40.7636,337.049
2.3673,98.6669,233.575
-26.6787,-89.7891,2395.46
26.4862,-25.7912,-683.112
-60.5157,14.7112,-890.258
30.9271,17.1888,531.599
51.8743,-86.4984,-4487.05
10.9423,84.2347,921.718
-35.71,-29.3281,1047.31
49.1093,-49.7683,-2444.09
-12.4167,22.0787,-274.144
1.56138,-89.776,-140.174
5.84907,23.4942,137.419
-53.9144,-12.3616,666.466
43.1439,-7.86074,-339.143
27.6721,63.5303,1758.02
48.3922,-52.3859,-2535.07
-24.6218,-93.8892,2311.72
-46.7403,-19.2235,898.514
-47.4379,78.9812,-3746.7
70.6191,69.1078,4880.33
6.84294,-11.2164,-76.7533
-42.1513,75.2407,-3171.49
-27.7742,4.20559,-116.807
-20.1019,-19.7244,396.497
-75.1694,-18.8715,1418.56
4.57246,-91.4432,-418.121
4.59844,-8.12447,-37.3598
44.3374,92.8775,4117.95
-39.9363,-68.0642,2718.23
-70.4889,79.0793,-5574.21
-55.7043,94.3483,-5255.61
-13.0081,-67.3314,875.851
53.0465,-87.2394,-4627.74
57.2791,65.4455,3748.66
91.0622,-72.5439,-6606.01
7.00479,81.9273,573.884
-52.8998,-44.3462,2345.91
71.561,5.2903,378.579
95.6578,43.6799,4178.32
27.9285,-58.5908,-1636.36
73.5585,44.0301,3238.79
60.1401,18.967,1140.68
-72.254,55.436,-4005.47
98.2148,-92.0769,-9043.31
96.3833,42.4415,4090.65
-40.7754,-18.0861,737.468
28.1565,65.9447,1856.77
27.382,-49.6734,-1360.16
-34.8894,67.1137,-2341.55
-33.9434,-13.5499,459.932
-84.0482,2.12635,-178.716
91.5263,-14.6728,-1342.94
42.5003,-82.0999,-3489.27
43.8484,-35.7605,-1568.04
-64.0555,-4.93068,315.837
-14.2551,-39.4881,562.908
-42.0469,-84.038,3533.54
44.8283,-1.10583,-49.5725
26.6883,51.4748,1373.77
93.3991,-16.549,-1545.66
-75.806,-97.0734,7358.75
16.084,94.2498,1515.91
-84.7048,-4.03334,341.643
7.20558,-95.1087,-685.313
95.8569,-30.4663,-2920.41
86.274,54.0074,4659.44
80.1783,-38.6543,-3099.24
26.5242,-90.879,-2410.5
-72.0147,81.2995,-5854.76
95.7455,-33.6951,-3226.16
46.1056,-78.3582,-3612.75
22.3007,30.174,672.899
-0.892937,-87.5224,78.1519
13.6552,-51.5305,-703.658
-70.4201,-73.4692,5173.71
67.7491,-60.0045,-4065.25
-33.0421,95.427,-3153.11
20.0126,34.6424,693.283
-54.8102,62.8149,-3442.9
16.341,-49.0346,-801.275
79.9681,19.9576,1595.97
-4.29451,-31.782,136.488
69.2113,-74.3881,-5148.49
-74.9932,-2.32447,174.319
57.6117,-50.0777,-2885.06
-77.4984,-0.553351,42.8838
-67.1812,-19.9433,1339.82
94.249,80.2039,7559.13
-77.7158,9.11539,-708.41
-72.8211,17.7131,-1289.89
-80.7116,21.5332,-1737.98
90.0358,-74.0039,-6663
-36.8371,48.2297,-1776.64
-68.8167,44.3485,-3051.92
-99.5688,78.8067,-7846.69
-46.7863,-30.4349,1423.94
-9.0805,5.95015,-54.0303
-96.233,-72.2573,6953.53
95.5001,56.3859,5384.86
-2.95086,50.7712,-149.819
-33.805,-62.0563,2097.81
-20.419,-22.0745,450.74
99.6559,-8.79746,-876.718
-93.3669,77.5566,-7241.22
1.9516,10.2784,20.0593
6.22053,-99.8747,-621.274
-63.1043,-95.9378,6054.09
30.6929,-25.5906,-785.45
-93.2944,-11.474,1070.46
45.58,-95.2413,-4341.1
-40.0098,71.1119,-2845.17
-61.2372,34.7534,-2128.2
-75.8857,-18.3132,1389.71
-26.3308,-61.0273,1606.9
26.9146,-2.24184,-60.3381
-39.0363,-68.2202,2663.06
-61.5868,-59.9306,3690.94
7.48603,-23.4042,-175.205
10.0416,71.4308,717.282
-42.5833,-76.9419,3276.44
-69.4321,-32.6273,2265.38
-87.2312,-12.2213,1066.08
-41.113,-62.3865,2564.9
71.7844,94.3832,6775.25
-91.0402,-36.2204,3297.51
17.4954,-73.4549,-1285.13
-98.7741,91.5386,-9041.64
47.8369,3.18195,152.214
-42.1761,-6.25601,263.854
-24.8319,40.3537,-1002.06
95.1945,79.0142,7521.71
-70.4698,65.0896,-4586.85
32.0499,-82.0687,-2630.3
-36.9413,46.6205,-1722.22
-69.413,41.2326,-2862.08
-77.9786,-73.9103,5763.42
86.9563,74.6464,6490.98
-97.0001,-10.1618,985.693
-44.5298,-45.2458,2014.78
81.5703,38.2087,3116.69
-7.16597,77.2915,-553.869
66.8531,93.1993,6230.67
-75.3956,-75.2557,5673.95
-20.7794,76.6566,-1592.88
68.7442,1.93398,132.95
97.7372,-82.4784,-8061.21
5.21885,-96.9718,-506.081
-76.8042,-7.95564,611.027
66.7693,-2.30292,-153.764
-78.3587,-97.4596,7636.81
8.69416,-23.5603,-204.837
-24.2365,91.8373,-2225.81
93.7784,-71.0238,-6660.5
-51.4001,-21.3143,1095.56
10.8299,-14.662,-158.788
-94.7699,-34.4283,3262.77
40.5865,-86.5253,-3511.76
54.337,-21.3155,-1158.22
-64.2147,47.2218,-3032.34
33.7812,-58.4127,-1973.25
12.1748,-12.6365,-153.848
5.38154,80.4119,432.74
-99.8492,-51.357,5127.95
35.8856,85.0284,3051.29
50.6494,72.2402,3658.92
48.8368,47.6788,2328.48
-14.0043,-75.3231,1054.84
18.2144,52.2705,952.076
23.2447,85.1503,1979.3
-81.2825,31.1972,-2535.79
24.0958,-53.1626,-1281
88.065,84.0779,7404.33
-88.8639,-50.6387,4499.95
98.8692,-63.3472,-6263.09
-26.053,17.2055,-448.255
4.82755,74.7345,360.784
-83.2153,83.5064,-6949.01
66.155,56.1235,3712.85
48.957,78.7255,3854.17
-5.97802,-81.1093,484.873
-26.8883,-82.8964,2228.94
96.004,35.6929,3426.66
-93.677,-72.894,6828.49
61.319,-51.4384,-3154.15
-56.3456,-4.10902,231.525
86.4632,-94.8777,-8203.43
-52.4042,-6.1874,324.246
27.8431,21.7377,605.243
-36.1223,0.448611,-16.2049
-43.6897,23.3704,-1021.05
-86.5037,35.6939,-3087.65
50.1374,-78.3991,-3930.72
-81.1534,44.3226,-3596.93
-34.3231,-70.5257,2420.66
72.9973,-9.40839,-686.787
-3.74309,74.7288,-279.716
-60.4466,-3.09132,186.86
11.9118,50.841,605.609
9.75463,-99.9527,-975.001
84.2647,35.5223,2993.27
-44.8576,56.0098,-2512.46
15.8295,19.879,314.675
93.0913,-8.12243,-756.127
-89.4562,-54.2566,4853.59
90.0262,60.5173,5448.15
13.6045,-64.8123,-881.739
32.05,76.9683,2466.83
-47.2071,48.3731,-2283.56
-97.079,70.1956,-6814.52
11.3784,-89.2834,-1015.9
45.4786,-76.2901,-3469.57
-83.5437,-28.5829,2387.92
2.03438,-57.0823,-116.127
-67.1799,33.3571,-2240.93
-45.2074,19.0607,-861.687
65.75,-35.6031,-2340.91
91.0652,-8.73354,-795.322
60.5848,41.0087,2484.5
5.00425,61.5003,307.763
42.4474,57.5668,2443.56
23.8923,-7.53313,-179.984
97.0716,20.1392,1954.94
-93.2507,-65.3845,6097.15
-55.0851,-5.08265,279.978
-98.4463,22.9128,-2255.68
-75.956,-28.6463,2175.86
25.1717,-17.2831,-435.046
19.6147,-75.768,-1486.17
-56.6663,89.6125,-5078.01
-88.8251,-58.8362,5226.14
-98.191,65.5134,-6432.82
-0.625263,70.8274,-44.2857
86.8439,-13.2448,-1150.23
8.89134,6.84405,60.8528
72.6444,-66.8858,-4858.88
-53.7171,-27.5043,1477.45
-5.19074,-32.3372,167.854
14.36,-30.6732,-440.467
79.0416,44.0638,3482.87
-82.9905,53.902,-4473.36
66.0867,-79.9675,-5284.79
26.8285,94.2362,2528.22
30.2218,-65.5438,-1980.85
-9.68405,-97.9876,948.917
-28.8999,96.281,-2782.51
-49.1919,-9.23096,454.088
80.9725,-89.5614,-7252.02
51.2583,24.1512,1237.95
70.5054,8.85053,624.01
56.2932,77.0139,4335.36
-28.3305,-82.3005,2331.61
49.8736,-9.41476,-469.548
-95.8057,-17.1643,1644.43
-57.0118,-35.6284,2031.24
-6.28116,84.5343,-530.974
-11.46,39.5087,-452.769
46.3238,-41.7402,-1933.57
9.9044,82.8773,820.85
-81.6105,76.6194,-6252.95
-68.1598,76.6142,-5222
62.8776,-56.3194,-3541.23
-49.4441,-1.68984,83.5526
-86.4533,-90.3993,7815.31
-64.7093,52.6569,-3407.39
78.4244,-25.2039,-1976.6
55.3895,77.5909,4297.72
27.9821,-21.3311,-596.887
-89.4852,-17.9251,1604.03
19.7702,55.8792,1104.74
47.5827,-68.2178,-3245.99
47.3718,35.7054,1691.43
87.0618,96.5477,8405.62
12.7041,-97.1856,-1234.66
82.8552,-42.8006,-3546.25
6.2217,22.3787,139.234
80.5785,-55.0128,-4432.85
30.119,52.0959,1569.08
-11.1214,-52.5256,584.16
72.4938,-46.6244,-3379.98
-30.3342,-52.2586,1585.23
-61.9605,-69.9154,4332
-23.4327,12.9005,-302.293
6.74386,36.6859,247.405
-46.6429,88.3724,-4121.94
43.5585,85.7508,3735.17
-21.2628,4.68198,-99.5517
-48.0074,55.7981,-2678.72
-39.3139,26.6567,-1047.98
79.8609,81.2617,6489.63
80.1262,52.1579,4179.22
72.4678,-79.4628,-5758.5
-66.1574,19.1587,-1267.49
-67.4698,55.1099,-3718.25
57.4795,-99.516,-5720.13
-29.6027,-86.9329,2573.45
3.81414,-73.3829,-279.893
56.6712,-23.4485,-1328.86
10.139,-46.7604,-474.102
65.7872,-25.887,-1703.03
-24.7454,38.7612,-959.161
-22.8829,40.5767,-928.512
18.1428,47.6537,864.571
44.3141,99.6899,4417.67
-33.0887,-36.9649,1223.12
-24.5257,39.7219,-974.21
-24.7556,26.3068,-651.239
-62.1626,84.7666,-5269.31
44.3815,-87.1431,-3867.54
-71.8918,-90.282,6490.53
-95.0577,28.3066,-2690.77
-83.8304,77.7974,-6521.79
89.8291,-57.3121,-5148.29
-96.0326,10.2392,-983.292
59.8596,10.9311,654.329
31.2408,82.355,2572.84
39.3785,1.93154,76.0613
47.7693,51.0186,2437.12
65.0253,-65.389,-4251.94
92.174,42.872,3951.68
79.7512,63.4132,5057.28
47.9336,1.97069,94.4623
-92.7598,86.2418,-7999.77
3.84571,-12.3758,-47.5938
-8.38864,-86.041,721.767
93.2445,-51.4008,-4792.84
-27.8496,57.0052,-1587.57
-31.8192,-66.7355,2123.47
-56.2444,-91.4945,5146.05
-28.3761,-30.7896,873.689
67.4625,5.6585,381.737
-88.5769,-82.7292,7327.89
79.2777,-24.9994,-1981.9
18.7937,-89.1475,-1675.41
69.6249,-16.3503,-1138.39
-15.9947,3.62151,-57.925
32.6098,-11.2371,-366.439
-3.61841,41.9045,-151.627
-46.6684,-58.8274,2745.38
9.98055,26.7855,267.334
-50.869,75.9458,-3863.29
62.9242,-45.5303,-2864.95
-62.3782,-80.8975,5046.24
95.892,32.4143,3108.27
22.2215,-78.6922,-1748.66
60.6596,39.6888,2407.5
-69.7285,-44.0118,3068.88
-49.107,-39.3494,1932.33
-85.216,88.2406,-7519.51
12.1316,-3.81026,-46.2247
-68.614,-19.9414,1368.26
97.6328,31.8568,3110.27
-15.6064,46.8343,-730.915
93.6682,-88.0208,-8244.75
-55.2323,-73.1361,4039.48
-15.0262,4.53606,-68.1599
-36.0225,-59.995,2161.17
-74.9411,64.2538,-4815.25
-93.5707,-80.7966,7560.19
-44.9903,36.0438,-1621.62
48.8229,78.3206,3823.84
55.0194,-57.618,-3170.11
-66.9087,73.9759,-4949.63
-89.9654,-48.1177,4328.93
-77.3497,43.2163,-3342.77
27.5579,-42.6666,-1175.8
51.547,77.5453,3997.23
11.5088,61.1503,703.768
-74.4042,-39.1311,2911.52
-11.5027,98.0285,-1127.6
-34.9465,68.2991,-2386.81
67.3041,-63.8068,-4294.46
34.1255,-8.27355,-282.339
-59.2859,-97.9647,5807.93
1.78104,-25.8755,-46.0852
32.7324,-76.8135,-2514.29
34.8313,18.0102,627.317
-27.6947,83.8493,-2322.18
25.2031,-96.6247,-2435.25
-26.7662,47.9814,-1284.28
-1.75421,97.5125,-171.057
47.6213,76.8349,3658.97
-94.26,77.3444,-7290.49
-99.5899,-66.8828,6660.85
69.0067,37.8268,2610.3
-44.9815,-65.8336,2961.29
76.3423,-68.4388,-5224.78
-90.5377,-38.0792,3447.6
-72.5679,74.3532,-5395.65
76.2113,60.2249,4589.82
-85.2844,-12.5908,1073.8
-8.94642,-43.5965,390.033
-80.2326,-50.2036,4027.96
34.8691,58.5621,2042.01
-78.4603,-69.4571,5449.63
-6.28145,-82.5642,518.623
-22.3691,39.4137,-881.649
-77.9155,59.8517,-4663.37
-42.3181,-11.0556,467.853
96.4689,64.634,6235.17
-74.8669,40.8518,-3058.45
68.3847,40.4505,2766.2
-27.5125,4.94779,-136.126
71.9973,-1.82167,-131.155
44.9357,6.02304,270.65
-43.2001,-26.3275,1137.35
58.9454,-96.6045,-5694.39
-0.370677,-85.7199,31.7744
65.6799,6.10734,401.13
-44.9474,33.0653,-1486.2
3.83656,4.50672,17.2903
67.445,97.0979,6548.77
84.2323,31.8392,2681.89
3.59712,76.9662,276.857
73.8163,-25.1061,-1853.24
33.1572,-47.8637,-1587.03
-71.1395,-8.35621,594.457
-16.1198,-43.1142,694.994
81.3208,39.2814,3194.39
99.2274,18.4812,1833.84
-55.9873,-66.1497,3703.54
90.3804,-26.0173,-2351.46
-91.1897,32.6584,-2978.1
98.114,-87.6251,-8597.25
-98.1328,40.3221,-3956.92
82.7955,-5.61702,-465.064
3.60914,-15.54,-56.086
92.7366,10.7962,1001.2
-63.7522,-69.1198,4406.54
77.3559,-3.72034,-287.79
-94.3003,-34.7078,3272.96
-38.1234,-85.3936,3255.49
-80.6239,-51.3994,4144.02
14.1972,76.3359,1083.76
38.7684,58.2818,2259.49
57.7357,-75.9562,-4385.38
-44.9917,70.1737,-3157.23
73.0158,86.5088,6316.51
-60.4481,32.26,-1950.06
-65.1093,-6.28589,409.27
49.9757,-10.597,-529.591
-57.0562,-87.0909,4969.08
-76.5646,-8.06076,617.168
-5.06582,-57.3078,290.311
-19.0813,72.4678,-1382.78
55.7587,9.00027,501.843
-74.06,-9.9592,737.578
-61.198,-7.57933,463.84
-40.6758,-27.7719,1129.64
-72.0494,-48.8791,3521.71
67.4169,9.73628,656.39
-46.2636,-61.8315,2860.55
-94.2003,66.708,-6283.91
-51.1418,70.5478,-3607.94
-75.4205,51.0001,-3846.46
-29.1559,-17.6678,515.12
45.4496,-87.0048,-3954.33
-47.6524,30.1556,-1436.99
-67.3629,32.2697,-2173.78
60.7016,-41.0013,-2488.85
40.8731,16.9084,691.1
-82.6953,-64.9768,5373.27
8.98482,31.2225,280.528
-77.4403,-26.6637,2064.85
-23.017,-52.3302,1204.48
70.8791,37.3733,2648.99
41.3071,-23.6111,-975.304
49.2648,-58.1359,-2864.05
-42.1184,38.4868,-1621
-61.1165,-31.0969,1900.54
57.6973,-37.3593,-2155.53
85.3488,-97.2831,-8303
-30.6175,-73.7844,2259.09
73.8864,32.5777,2407.05
95.1571,33.3918,3177.47
35.8134,48.3882,1732.94
29.8591,-58.4554,-1745.43
57.1918,-54.6661,-3126.45
-4.71498,50.8613,-239.81
-21.0953,94.757,-1998.93
-97.9103,64.29,-6294.65
-48.5136,24.6926,-1197.93
-69.3055,-68.9942,4781.68
81.9673,-7.91411,-648.699
-9.20794,-21.865,201.332
-59.385,83.2876,-4946.03
-70.7384,1.42878,-101.069
-46.6076,60.4346,-2816.71
-57.8347,84.6859,-4897.79
-43.9975,-33.0971,1456.19
39.2715,95.1072,3735
-82.65,15.0103,-1240.6
-44.6554,-34.938,1560.17
-78.1109,47.8039,-3734
39.7279,-31.1911,-1239.15
38.793,-63.8432,-2476.67
-30.8213,95.0612,-2929.91
-20.9725,-59.3226,1244.14
-3.91252,-21.5226,84.2078
-42.8342,95.7916,-4103.16
-53.6878,-82.1135,4408.49
-30.1684,-48.5793,1465.56
-83.439,22.2257,-1854.49
-65.2055,-28.1126,1833.09
43.3138,26.1937,1134.55
68.4159,98.0654,6709.23
-61.8466,-15.5222,959.994
-65.8838,-54.4485,3587.28
-67.3727,-64.468,4343.38
-42.1047,-54.1534,2280.12
82.9281,-8.50483,-705.29
-3.61811,8.69658,-31.4652
37.807,-90.9497,-3438.53
-55.5202,-68.2714,3790.44
0.39505,-64.5335,-25.494
-26.8137,-98.4863,2640.78
-34.5559,-37.1086,1282.32
-46.9892,-55.843,2624.02
83.1731,65.5824,5454.69
-15.2597,-89.9816,1373.09
62.8195,49.5521,3112.84
-96.3532,-47.4065,4567.76
53.4794,-64.8609,-3468.72
97.9006,45.565,4460.84
47.3243,-28.9737,-1371.16
-16.916,-18.4563,312.207
34.3492,-86.5491,-2972.9
-31.8053,-45.602,1450.39
70.6619,21.9039,1547.77
93.6019,-28.4769,-2665.49
-7.72644,-70.6726,546.048
-19.0975,-45.166,862.558
7.76751,87.2208,677.488
66.4906,40.3136,2680.48
-6.17335,5.58843,-34.4993
28.8671,92.687,2675.6
-40.3789,-1.6867,68.107
-94.0419,-98.6093,9273.41
61.2448,-12.3471,-756.194
-11.5103,49.1368,-565.581
-76.6685,-76.2897,5849.02
28.0209,-1.85443,-51.9628
82.3708,-16.3193,-1344.24
-78.9271,43.2567,-3414.13
-82.5567,37.9709,-3134.75
-23.5984,-25.4767,601.211
26.759,98.5174,2636.22
58.2909,61.2833,3572.25
-97.8466,49.511,-4844.48
37.6752,-82.9081,-3123.58
39.8496,-73.0808,-2912.24
39.1137,-61.8877,-2420.66
-62.3453,40.7847,-2542.73
-22.662,91.109,-2064.71
0.448582,59.1743,26.5445
-46.4039,19.8702,-922.056
69.3054,71.1387,4930.3
33.2263,11.8278,392.994
-22.9123,-77.2868,1770.82
-35.477,-36.469,1293.81
-21.4617,25.6287,-550.035
-35.2426,15.9765,-563.052
3.70704,-44.1172,-163.545
-35.0429,69.7726,-2445.03
55.0592,41.0642,2260.96
8.86315,78.4885,695.655
-73.42,66.3447,-4871.03
-26.0776,-32.6481,851.384
50.1515,-20.8703,-1046.68
32.8479,-34.886,-1145.93
-55.3619,76.6102,-4241.29
66.246,-93.2906,-6180.14
-48.0143,-8.75878,420.546
-48.6918,-76.8214,3740.57
50.4527,63.1261,3184.88
9.33959,73.8097,689.353
51.1437,-19.9898,-1022.35
-51.6011,-69.7104,3597.14
-13.9959,37.6752,-527.297
9.39833,-86.262,-810.718
8.80612,-42.3823,-373.223
-99.0333,-19.8606,1966.86
6.38812,-18.7432,-119.734
74.739,99.9251,7468.3
-81.7508,-18.6675,1526.09
-89.0484,97.9239,-8719.97
23.4899,-8.76449,-205.877
-85.7957,90.2609,-7744
37.7537,-69.9344,-2640.28
55.0335,-65.9425,-3629.05
-9.70064,70.0965,-679.98
-62.1263,12.6353,-784.982
-40.6709,16.6249,-676.15
68.0083,-43.4329,-2953.8
89.9453,50.8068,4569.83
-33.7001,-8.09338,272.748
-35.4933,-12.833,455.485
-68.1044,95.3041,-6490.63
-55.8758,-74.4244,4158.53
96.7518,-12.5675,-1215.93
-55.6941,75.6908,-4215.53
-21.4006,-50.6942,1084.89
-37.239,-36.5824,1362.29
-9.76268,84.1998,-822.016
61.5017,46.9476,2887.36
25.4825,70.1327,1787.16
38.7821,56.8455,2204.59
2.86262,74.6235,213.618
95.9244,-79.0191,-7579.86
-82.897,-19.3493,1603.99
16.9755,29.4258,499.52
-78.8796,-45.7131,3605.83
31.6981,-84.7307,-2685.8
-78.0201,19.9605,-1557.32
75.9354,-71.5812,-5435.54
-10.231,86.6581,-886.595
19.8208,-56.7325,-1124.48
-41.0252,68.4978,-2810.14
94.6738,67.3836,6379.46
37.8214,-40.6389,-1537.02
6.24214,-99.8597,-623.338
23.7317,3.89394,92.4097
95.8057,44.7995,4292.05
-83.4719,-67.7984,5659.26
